1,1,343.4,257
1,1,246.33,415.93
1,1,343.4,511.93
93.8,1,343.4,150.33
1,86.333,242.07,511.93
1,238.87,152.47,511.93
120.47,1,210.07,60.733
129,99.133,268.73,202.6
60.733,1,339.13,511.93
1,105.53,78.867,412.73
1,247.4,343.4,511.93
41.533,134.33,184.47,357.27
165.27,122.6,326.33,322.07
265.53,1,343.4,97
156.73,239.93,343.4,511.93
1,1,181.27,511.93
291.13,386.07,340.2,427.67
9.5333,386.07,100.2,447.93
250.6,333.8,328.47,426.6
28.733,183.4,179.13,444.73
26.6,149.27,190.87,299.67
178.07,36.2,343.4,387.13
60.733,1,343.4,511.93
27.667,1,343.4,387.13
162.07,1,343.4,511.93
1,73.533,135.4,511.93
1,1,343.4,191.93
60.733,241,195.13,343.4
1,72.467,42.6,415.93
149.27,275.13,343.4,511.93
199.4,373.27,343.4,511.93
1,1,292.2,511.93
198.33,62.867,343.4,511.93
90.6,323.13,339.13,511.93
122.6,1,343.4,168.47
1,38.333,343.4,511.93
121.53,1,332.73,425.53
1,97,325.27,511.93
1,1,343.4,433
1,1,292.2,306.07
56.467,184.47,242.07,511.93
142.87,311.4,276.2,410.6
1,1,343.4,415.93
94.867,53.267,292.2,365.8
1,97,207.93,511.93
233.53,1,343.4,388.2
119.4,425.53,159.93,471.4
185.53,396.73,325.27,511.93
149.27,1,343.4,511.93
242.07,63.933,343.4,385
51.133,1,343.4,249.53
223.93,1,343.4,388.2
219.67,251.67,281.53,295.4
294.33,395.67,338.07,447.93
243.13,257,343.4,387.13
55.4,280.47,325.27,511.93
1,307.13,115.13,511.93
182.33,138.6,327.4,378.6
241,442.6,291.13,487.4
236.73,383.93,343.4,511.93
1,86.333,184.47,511.93
110.87,206.87,185.53,298.6
1,1,210.07,175.93
1,61.8,116.2,109.8
68.2,291.13,271.93,511.93
1,1,97,415.93
27.667,1,343.4,168.47
60.733,201.53,343.4,511.93
94.867,53.267,326.33,421.27
274.07,99.133,343.4,302.87
1,73.533,47.933,367.93
114.07,53.267,179.13,135.4
13.8,307.13,88.467,412.73
1,72.467,63.933,412.73
1,44.733,212.2,433
56.467,247.4,343.4,459.67
169.53,21.267,223.93,84.2
147.13,65,209,139.67
241,333.8,343.4,467.13
194.07,333.8,328.47,466.07
139.67,138.6,329.53,421.27
1,1,343.4,203.67
63.933,322.07,116.2,362.6
69.267,397.8,299.67,511.93
1,305,229.27,511.93
60.733,241,190.87,343.4
82.067,360.47,229.27,511.93
289,205.8,343.4,291.13
51.133,1,343.4,511.93
1,239.93,343.4,511.93
52.2,306.07,147.13,390.33
190.87,446.87,271.93,503.4
27.667,172.73,207.93,286.87
151.4,262.33,195.13,316.73
163.13,360.47,250.6,436.2
56.467,53.267,342.33,511.93
1,116.2,42.6,361.53
60.733,1,271.93,511.93
277.27,404.2,343.4,511.93
1,1,343.4,386.07
79.933,338.07,181.27,511.93
178.07,36.2,297.53,136.47
129,162.07,327.4,425.53
198.33,349.8,343.4,511.93
1,86.333,184.47,414.87
139.67,164.2,327.4,425.53
26.6,303.93,104.47,399.93
82.067,135.4,207.93,303.93
273,209,343.4,388.2
139.67,206.87,289,365.8
90.6,343.4,339.13,511.93
1,1,83.133,79.933
138.6,164.2,207.93,238.87
68.2,287.93,159.93,407.4
51.133,23.4,179.13,139.67
219.67,397.8,299.67,504.47
149.27,343.4,325.27,511.93
244.2,92.733,296.47,156.73
222.87,251.67,282.6,296.47
133.27,338.07,173.8,405.27
1,39.4,61.8,175.93
177,142.87,268.73,206.87
225,38.333,343.4,511.93
129,158.87,185.53,207.93
178.07,119.4,243.13,175.93
1,73.533,42.6,367.93
264.47,107.67,343.4,385
1,173.8,108.73,433
264.47,1,316.73,79.933
287.93,426.6,343.4,511.93
8.4667,303.93,106.6,415.93
60.733,1,232.47,290.07
56.467,251.67,342.33,511.93
1,1,179.13,511.93
222.87,62.867,343.4,387.13
167.4,65,209,134.33
1,1,140.73,511.93
56.467,271.93,190.87,404.2
273,220.73,343.4,388.2
295.4,1,343.4,97
194.07,62.867,343.4,511.93
1,97,46.867,412.73
1,86.333,93.8,414.87
163.13,1,343.4,159.93
1,367.93,343.4,511.93
1,72.467,42.6,367.93
129,446.87,229.27,511.93
165.27,107.67,343.4,386.07
51.133,1,243.13,249.53
