168.47,1,274.07,511.93
70.333,50.067,185.53,209
4.2,1,274.07,511.93
210.07,33,274.07,511.93
1,188.73,230.33,511.93
91.667,104.47,169.53,286.87
5.2667,97,238.87,489.53
1,1,274.07,511.93
4.2,1,238.87,475.67
85.267,1,220.73,106.6
214.33,1,274.07,511.93
179.13,1,274.07,511.93
149.27,309.27,221.8,366.87
67.133,66.067,153.53,193
85.267,1,219.67,148.2
4.2,1,234.6,473.53
1,1,238.87,511.93
1,97,238.87,511.93
1,191.93,86.333,338.07
189.8,1,274.07,511.93
218.6,1,267.67,281.53
85.267,1,221.8,117.27
4.2,101.27,238.87,475.67
1,214.33,233.53,511.93
1,1,238.87,372.2
58.6,314.6,230.33,511.93
228.2,10.6,274.07,511.93
209,1,274.07,511.93
1,1,227.13,241
145,1,231.4,297.53
1,104.47,223.93,511.93
212.2,1,274.07,511.93
209,1,268.73,300.73
1,101.27,238.87,511.93
1,254.87,209,511.93
152.47,268.73,235.67,372.2
69.267,321,114.07,365.8
1,1,230.33,511.93
22.333,190.87,67.133,233.53
85.267,17,154.6,147.13
210.07,1,274.07,511.93
113,66.067,153.53,148.2
1,1,226.07,511.93
184.47,1,274.07,511.93
107.67,91.667,223.93,366.87
52.2,214.33,233.53,468.2
70.333,1,223.93,209
1,1,231.4,511.93
4.2,252.73,178.07,433
4.2,1,235.67,475.67
215.4,1,265.53,295.4
1,1,193,511.93
58.6,314.6,117.27,371.13
212.2,1,265.53,360.47
57.533,102.33,163.13,230.33
4.2,233.53,45.8,282.6
85.267,62.867,235.67,372.2
1,1,198.33,511.93
85.267,1,220.73,68.2
184.47,443.67,225,511.93
1,1,194.07,511.93
1,181.27,77.8,268.73
1,261.27,230.33,511.93
98.067,218.6,173.8,343.4
4.2,1,238.87,489.53
215.4,1,274.07,511.93
107.67,68.2,223.93,301.8
106.6,361.53,169.53,425.53
1,1,132.2,338.07
57.533,156.73,114.07,230.33
67.133,1,221.8,193
1,1,231.4,338.07
4.2,179.13,106.6,326.33
1,1,132.2,511.93
212.2,1,267.67,360.47
89.533,97,223.93,337
72.467,1,238.87,372.2
1,217.53,215.4,511.93
113,82.067,153.53,148.2
58.6,314.6,206.87,463.93
4.2,252.73,137.53,393.53
1,1,132.2,316.73
169.53,414.87,225,511.93
1,262.33,209,511.93
85.267,1,220.73,110.87
88.467,343.4,183.4,440.47
1,1,132.2,243.13
47.933,306.07,209,511.93
6.3333,181.27,77.8,247.4
89.533,97,238.87,372.2
4.2,179.13,87.4,338.07
145,143.93,219.67,214.33
1,1,223.93,241
9.5333,266.6,58.6,315.67
79.933,123.67,133.27,180.2
52.2,214.33,233.53,511.93
111.93,365.8,206.87,463.93
179.13,434.07,229.27,511.93
72.467,76.733,184.47,206.87
4.2,191.93,86.333,338.07
5.2667,1,238.87,489.53
57.533,1,221.8,230.33
88.467,343.4,230.33,511.93
13.8,270.87,105.53,361.53
1,1,223.93,366.87
84.2,1,223.93,131.13
72.467,50.067,223.93,206.87
47.933,306.07,226.07,511.93
1,1,145,315.67
49,306.07,169.53,425.53
83.133,1,220.73,74.6
228.2,5.2667,274.07,511.93
1,217.53,194.07,511.93
61.8,185.53,223.93,473.53
78.867,138.6,125.8,183.4
1,217.53,59.667,315.67
58.6,104.47,223.93,473.53
219.67,1,268.73,277.27
83.133,1,220.73,106.6
161,268.73,235.67,372.2
72.467,1,223.93,206.87
4.2,62.867,235.67,372.2
1,1,153.53,241
218.6,1,268.73,281.53
182.33,435.13,230.33,511.93
4.2,55.4,234.6,373.27
1,1,149.27,326.33
72.467,50.067,185.53,188.73
4.2,55.4,234.6,473.53
86.333,1,219.67,68.2
155.67,57.533,220.73,156.73
87.4,342.33,229.27,511.93
1,261.27,198.33,511.93
4.2,62.867,235.67,475.67
209,1,274.07,300.73
166.33,50.067,223.93,140.73
4.2,190.87,67.133,282.6
92.733,1,219.67,68.2
189.8,269.8,249.53,511.93
189.8,269.8,239.93,511.93
78.867,77.8,163.13,183.4
70.333,1,223.93,366.87
60.733,316.73,105.53,361.53
121.53,218.6,162.07,259.13
77.8,1,231.4,297.53
58.6,104.47,169.53,268.73
57.533,77.8,163.13,230.33
67.133,124.73,141.8,193
145,143.93,222.87,297.53
49,306.07,215.4,474.6
155.67,55.4,220.73,156.73
219.67,1,274.07,511.93
77.8,1,126.87,79.933
1,262.33,194.07,511.93
84.2,1,220.73,110.87
52.2,214.33,233.53,475.67
58.6,159.93,114.07,223.93
149.27,295.4,221.8,366.87
179.13,434.07,226.07,511.93
86.333,1,220.73,106.6
1,179.13,87.4,338.07
1,1,153.53,268.73
1,1,152.47,241
212.2,1,265.53,295.4
9.5333,266.6,183.4,440.47
49,306.07,117.27,373.27
194.07,1,274.07,511.93
85.267,24.467,205.8,117.27
5.2667,179.13,106.6,326.33
155.67,1,227.13,156.73
218.6,1,274.07,511.93
1,254.87,105.53,361.53
228.2,101.27,274.07,511.93
58.6,104.47,220.73,373.27
85.267,62.867,223.93,337
83.133,1,220.73,113
226.07,33,274.07,511.93
85.267,93.8,184.47,206.87
212.2,1,268.73,281.53
72.467,93.8,184.47,206.87
184.47,443.67,226.07,511.93
184.47,187.67,274.07,511.93
149.27,296.47,220.73,373.27
70.333,50.067,223.93,366.87
1,1,145,241
107.67,91.667,223.93,301.8
86.333,24.467,204.73,147.13
78.867,102.33,163.13,183.4
215.4,1,274.07,295.4
1,254.87,151.4,409.53
1,261.27,193,511.93
152.47,296.47,223.93,372.2
1,1,152.47,364.73
1,1,163.13,241
22.333,179.13,106.6,289
93.8,104.47,169.53,266.6
86.333,1,227.13,156.73
5.2667,191.93,86.333,338.07
149.27,237.8,234.6,373.27
125.8,271.93,198.33,325.27
1,188.73,110.87,364.73
9.5333,266.6,137.53,393.53
93.8,104.47,169.53,286.87
136.47,1,220.73,68.2
1,179.13,103.4,326.33
152.47,268.73,238.87,372.2
84.2,19.133,152.47,106.6
161,268.73,235.67,371.13
70.333,153.53,114.07,209
86.333,1,221.8,68.2
168.47,424.47,215.4,474.6
149.27,295.4,222.87,366.87
107.67,68.2,223.93,366.87
162.07,186.6,222.87,297.53
177,55.4,220.73,169.53
57.533,57.533,221.8,230.33
228.2,113,274.07,511.93
58.6,104.47,169.53,286.87
182.33,440.47,230.33,511.93
13.8,270.87,59.667,316.73
182.33,440.47,226.07,511.93
168.47,424.47,226.07,511.93
77.8,1,219.67,148.2
98.067,218.6,220.73,373.27
179.13,434.07,225,482.07
97,114.07,150.33,168.47
139.67,392.47,183.4,436.2
161,296.47,223.93,371.13
87.4,342.33,225,511.93
169.53,414.87,225,482.07
69.267,321,178.07,433
98.067,218.6,234.6,373.27
98.067,55.4,234.6,373.27
